,BSM-MI
pnl_quantile_1,-33.95294589724388
pnl_quantile_5,-22.71510243915863
pnl_quantile_10,-19.400318630342248
pnl_quantile_50,-9.429419567883617
pnl_quantile_90,-2.3193144814835533
pnl_quantile_95,-0.7371994815490959
pnl_quantile_99,1.363672984760838
pnl_95VaR,-23.75611921300922
pnl_95CVaR,-30.058530101627607
pnl_99VaR,-35.25054689109341
pnl_99CVaR,-39.18744712061668
pnl_mean,-10.284893308737123
pnl_std,7.1693127123025135
objective value,-7.1693127123025135
