,RL2
pnl_quantile_1,4.441078742214013
pnl_quantile_5,29.93430665854394
pnl_quantile_10,44.403689560879144
pnl_quantile_50,92.88887955438258
pnl_quantile_90,150.85272891445422
pnl_quantile_95,167.88234562870926
pnl_quantile_99,188.98388329423963
pnl_95VaR,29.53334181010723
pnl_95CVaR,12.911549268568123
pnl_99VaR,2.556250868132338
pnl_99CVaR,-5.296411435538903
pnl_mean,96.19721999505073
pnl_std,42.1568117341779
objective value,-42.1568117341779
