,BSM-MI
pnl_quantile_1,-19.940079745663574
pnl_quantile_5,-12.45827396408306
pnl_quantile_10,-8.646844770539708
pnl_quantile_50,-2.4679610139426984
pnl_quantile_90,2.498070724541077
pnl_quantile_95,3.6437546104431955
pnl_quantile_99,5.94812888318802
pnl_95VaR,-12.504365145003035
pnl_95CVaR,-18.118724039910497
pnl_99VaR,-22.450507993870268
pnl_99CVaR,-28.248621427063465
pnl_mean,-2.984004736007517
pnl_std,5.200053798384255
objective value,-7.800080697576383
