,RL1
pnl_quantile_1,28.317187046831535
pnl_quantile_5,38.024365580966695
pnl_quantile_10,46.712482804575124
pnl_quantile_50,83.56962850349373
pnl_quantile_90,115.19622484565444
pnl_quantile_95,125.05498123643916
pnl_quantile_99,144.85065703361295
pnl_95VaR,37.967160904896446
pnl_95CVaR,31.444395086604818
pnl_99VaR,26.47012448174064
pnl_99CVaR,24.82347470127788
pnl_mean,82.39838313613325
pnl_std,26.145640551940076
objective value,21.47904065011287
