,BSM-MI
pnl_quantile_1,-33.40826207548757
pnl_quantile_5,-23.382866601345608
pnl_quantile_10,-19.10962642846171
pnl_quantile_50,-8.391159235886729
pnl_quantile_90,-2.386261347908637
pnl_quantile_95,-1.0952866318187058
pnl_quantile_99,1.9223030406761021
pnl_95VaR,-24.143723774403025
pnl_95CVaR,-29.92204774959404
pnl_99VaR,-35.00971584933336
pnl_99CVaR,-41.64129626970702
pnl_mean,-9.8531674794998
pnl_std,7.187516065843911
objective value,-26.600079912916115
