,RL2
pnl_quantile_1,-16.28680062648156
pnl_quantile_5,-8.080015530466335
pnl_quantile_10,-6.250304267957108
pnl_quantile_50,1.7042131951020565
pnl_quantile_90,7.699404929677258
pnl_quantile_95,9.347598734303022
pnl_quantile_99,12.979477556102353
pnl_95VaR,-8.09296617959626
pnl_95CVaR,-12.72895282277107
pnl_99VaR,-17.29832462212653
pnl_99CVaR,-22.282343984238103
pnl_mean,1.2692504598103445
pnl_std,5.662026220193671
objective value,-5.662026220193671
