,BSM-MI
pnl_quantile_1,-22.399008710421633
pnl_quantile_5,-14.200861578286316
pnl_quantile_10,-9.34237451730273
pnl_quantile_50,-3.0317936604012417
pnl_quantile_90,1.4196895671386813
pnl_quantile_95,2.7057460900776684
pnl_quantile_99,4.751952760284787
pnl_95VaR,-14.30500725771527
pnl_95CVaR,-19.391191074914122
pnl_99VaR,-22.4096629820129
pnl_99CVaR,-26.859427148766787
pnl_mean,-3.776738357799418
pnl_std,5.222814222559773
objective value,-5.222814222559773
