,RL1
pnl_quantile_1,27.69171033892446
pnl_quantile_5,39.00793338356016
pnl_quantile_10,48.67410955064552
pnl_quantile_50,87.67607423337176
pnl_quantile_90,122.60490701319651
pnl_quantile_95,129.88376731468452
pnl_quantile_99,146.44469071927014
pnl_95VaR,38.963773949304596
pnl_95CVaR,30.816290763114992
pnl_99VaR,27.35041893014568
pnl_99CVaR,23.78112268113473
pnl_mean,86.73010755252902
pnl_std,27.386221484220393
objective value,22.9202114942955
