,RL1
pnl_quantile_1,-13.241189003481024
pnl_quantile_5,-7.418662739271354
pnl_quantile_10,-4.877005186770891
pnl_quantile_50,1.7682315549257073
pnl_quantile_90,6.622707696320417
pnl_quantile_95,8.078275490789027
pnl_quantile_99,9.96951351766381
pnl_95VaR,-7.770450619248526
pnl_95CVaR,-11.66537326324023
pnl_99VaR,-14.561137564523445
pnl_99CVaR,-17.232459821717434
pnl_mean,1.1149560843457034
pnl_std,4.868055534481249
objective value,-4.868055534481249
