,RL2
pnl_quantile_1,34.76013622796163
pnl_quantile_5,57.56973537449376
pnl_quantile_10,69.34819537380535
pnl_quantile_50,112.95818461268209
pnl_quantile_90,153.2476734152995
pnl_quantile_95,164.6889874582179
pnl_quantile_99,178.22403305952784
pnl_95VaR,57.098415497806855
pnl_95CVaR,42.31306664749505
pnl_99VaR,29.74535701284185
pnl_99CVaR,19.63464265016082
pnl_mean,112.44986976765635
pnl_std,32.00637691269216
objective value,37.87501156108361
