,RL2
pnl_quantile_1,-18.34472159568977
pnl_quantile_5,-9.116943545537652
pnl_quantile_10,-7.129701461899094
pnl_quantile_50,1.2393759882943414
pnl_quantile_90,7.148894462574391
pnl_quantile_95,9.145631375286026
pnl_quantile_99,13.990639354555167
pnl_95VaR,-9.323923242045566
pnl_95CVaR,-14.249409171791195
pnl_99VaR,-18.888552627991885
pnl_99CVaR,-24.827750063012353
pnl_mean,0.5944309813339421
pnl_std,5.933034144336821
objective value,-5.933034144336821
