,RL2
pnl_quantile_1,4.270754149588757
pnl_quantile_5,24.710121895890918
pnl_quantile_10,37.71172564334411
pnl_quantile_50,84.86035083513707
pnl_quantile_90,146.0616080034088
pnl_quantile_95,166.00997659202545
pnl_quantile_99,186.60731601120784
pnl_95VaR,24.662534646806307
pnl_95CVaR,9.38688646909206
pnl_99VaR,3.617867936845869
pnl_99CVaR,-12.546765723172575
pnl_mean,89.08312701445588
pnl_std,42.416101589311346
objective value,-42.416101589311346
