,RL2
pnl_quantile_1,-11.958298817933537
pnl_quantile_5,-5.249803783325478
pnl_quantile_10,-2.958590217077289
pnl_quantile_50,4.252768696445855
pnl_quantile_90,10.420341541930792
pnl_quantile_95,11.504430789625612
pnl_quantile_99,14.383920433432788
pnl_95VaR,-5.408497675554827
pnl_95CVaR,-10.243274062325218
pnl_99VaR,-13.09161617839709
pnl_99CVaR,-18.222151903348276
pnl_mean,3.7638521849590285
pnl_std,5.5352008647540645
objective value,-8.302801297131097
