,RL1
pnl_quantile_1,-16.562950504446064
pnl_quantile_5,7.266056975381025
pnl_quantile_10,18.066781270212747
pnl_quantile_50,54.98348151763389
pnl_quantile_90,112.59845250601988
pnl_quantile_95,129.96952497165253
pnl_quantile_99,144.0525487668226
pnl_95VaR,6.418117417402254
pnl_95CVaR,-8.988016218382084
pnl_99VaR,-19.318944632818948
pnl_99CVaR,-26.757569747992996
pnl_mean,61.196843658355874
pnl_std,37.148210042845236
objective value,-37.148210042845236
