,RL1
pnl_quantile_1,-12.152799725829972
pnl_quantile_5,-6.358546213342924
pnl_quantile_10,-4.488253662809119
pnl_quantile_50,1.904460017074598
pnl_quantile_90,6.648408339272464
pnl_quantile_95,8.17210020146958
pnl_quantile_99,10.777228245758886
pnl_95VaR,-6.476424195454456
pnl_95CVaR,-11.390884455727065
pnl_99VaR,-15.014611036982387
pnl_99CVaR,-20.115571173792706
pnl_mean,1.368486107200431
pnl_std,4.895148596286134
objective value,-7.342722894429201
