,RL1
pnl_quantile_1,-14.546921818552072
pnl_quantile_5,-5.965796561160822
pnl_quantile_10,-4.359166784246917
pnl_quantile_50,1.9457539055943016
pnl_quantile_90,7.462485461041842
pnl_quantile_95,8.855945808256909
pnl_quantile_99,11.8186874416098
pnl_95VaR,-6.255315256014001
pnl_95CVaR,-10.760401367361773
pnl_99VaR,-14.765551421791315
pnl_99CVaR,-15.73735151689616
pnl_mean,1.6540925815386354
pnl_std,4.840113197836161
objective value,-7.2601697967542425
